,model,threshold,n_hosp_mode,n_prescription_mode,avg_max_unfairness_risk,avg_mean_unfairness_risk,initial_unfairness_risk,avg_max_gap_tpr,avg_mean_gap_tpr,initial_gap_tpr,avg_max_gap_fpr,avg_mean_gap_fpr,initial_gap_fpr,avg_max_gap_precision,avg_mean_gap_precision,initial_gap_precision,avg_max_gap_f1,avg_mean_gap_f1,initial_gap_f1,avg_max_gap_accuracy,avg_mean_gap_accuracy,initial_gap_accuracy,avg_utility_tpr,avg_utility_fpr,avg_utility_precision,avg_utility_f1,avg_utility_accuracy,n_traces
53,mlp,0.55,random_2,expectation,0.025953802466392516,0.014782494287192824,0.0038971900939941406,0.10813260813260814,0.08285493395493396,0.09052059052059054,0.014255602890038521,0.010735505288276272,0.007290523319812378,0.03651640368045038,0.014290387755988117,0.03017902813299228,0.05800786993945448,0.022678076889601682,0.05202434028196157,0.019635201458075235,0.016216472411169792,0.014043626144675248,0.49820527306967993,0.06383684140559223,0.18057576946507442,0.2553745760139869,0.9260949432851329,10
54,mlp,0.6,random_2,expectation,0.025748178362846375,0.014404361300170422,0.0038971900939941406,0.10012518345851677,0.07836566519899853,0.07264957264957266,0.01637238330745587,0.010867256365704988,0.005783703093713903,0.05028778035757813,0.020939699327651957,0.04361830815539991,0.0667232716096428,0.03397406931369714,0.057949374288964774,0.021442895599881013,0.01700711269057473,0.012744292381415723,0.43680225988700566,0.03823476758098108,0.2362077322218016,0.2969337475156005,0.9496968568707248,12
55,mlp,0.7,random_2,expectation,0.0245553453763326,0.01382199952378869,0.0038971900939941406,0.0943732193732194,0.07342571009237676,0.06190106190106193,0.01320401529063729,0.007855345354410074,0.0036990995212814793,0.08067384499303287,0.04951390703171579,0.06643356643356642,0.08277683360701565,0.059853177698808234,0.06633235047241896,0.019680081048122595,0.014907878944314204,0.011333081173258153,0.3472875078468298,0.019143166275239657,0.3150847884501203,0.3236796961846154,0.9662917063526423,12
56,xgboost,0.3,expectation,random_1,0.034356821328401566,0.018458113074302673,0.0011719241738319397,0.11838901838901841,0.08754532504532506,0.10334110334110336,0.04449871065629421,0.02867619089428361,0.004772349190393904,0.03887319532711683,0.028781675411943465,0.036744219596716754,0.051439849450351995,0.04413547280353031,0.04128730900166255,0.04288512955085584,0.0257784797020283,1.127365334552266e-05,0.7509476459510358,0.22307038596180262,0.08085270811789376,0.14417373227161207,0.7763323144861027,10
57,xgboost,0.4,expectation,random_1,0.034417323768138885,0.018675506114959717,0.0011719241738319397,0.1342009842009842,0.10829847189847189,0.10787360787360789,0.043103152710402534,0.025163108263949775,1.8857076317359278e-05,0.05054103597925709,0.03684705926296069,0.03317493698929219,0.05856027145587313,0.04784211578521552,0.01910753938881249,0.03987553735989245,0.02100609347293452,0.005875366928780101,0.6690587570621469,0.14636186466965037,0.11123084504433903,0.18621342380586714,0.8493948393800329,10
58,xgboost,0.45,expectation,random_1,0.03377941995859146,0.01811801642179489,0.0011719241738319397,0.14010619010619013,0.11416029526029528,0.11344211344211344,0.04086213336337405,0.022372334073133222,0.0021698988606597136,0.051609368837302286,0.04088756900710265,0.023029144768275167,0.06211931549369306,0.04737428422034328,0.00048245220357245877,0.0369697396455262,0.01823655285260506,0.008448894811207586,0.6306048964218455,0.11568321885939647,0.131633751034122,0.21159567844283486,0.8784841977660405,10
59,xgboost,0.5,expectation,random_1,0.034080661833286285,0.018261780962347984,0.0011719241738319397,0.1568117068117068,0.13288212898212898,0.13403263403263396,0.04149761367530659,0.022589091360678278,0.0017892260762002836,0.06477360851583577,0.04664842074212458,0.012569533590072735,0.06803985344622539,0.048131401336174384,0.02376170250128956,0.03628885318429764,0.018217388558278792,0.008983428754459677,0.5895299435028248,0.0900446138166349,0.15601581945613494,0.23839183764004246,0.9025891245995326,10
60,xgboost,0.55,expectation,random_1,0.03443402051925659,0.018201151862740517,0.0011719241738319397,0.17762237762237768,0.1510999222999223,0.12069412069412074,0.047211051052512415,0.02268551004559984,0.0006083638835876135,0.07590248851402284,0.05563161020814237,0.021673963759547443,0.07644848672473523,0.04769830297359309,0.022847293027849325,0.04054640714998005,0.01777016531938471,0.007926553896774435,0.5394591337099811,0.06669953471883724,0.18497682013418024,0.2658395439714207,0.9242464455797039,10
61,xgboost,0.6,expectation,random_1,0.03372635692358017,0.01783239096403122,0.0011719241738319397,0.19105154105154104,0.15148290598290598,0.11098161098161097,0.0402588696592881,0.016109990913527786,0.0011243699627235017,0.08257412589179089,0.05523019199351805,0.017565485362095512,0.07014231621424763,0.0389728604527659,0.030709891612147322,0.03246774182755084,0.012530918190232596,0.008461133055213788,0.4921996233521657,0.047475818673284,0.22206202605296035,0.2965116566012638,0.9419417785089619,10
62,xgboost,0.7,expectation,random_1,0.032831549644470215,0.017604347318410873,0.0011719241738319397,0.1872830872830873,0.1528009065009065,0.14594664594664594,0.020356278663822492,0.00538372073420465,0.0009319756449049001,0.08506906531867497,0.03724602874003955,0.012757201646090566,0.08486575983826886,0.04288361744359619,0.08068783068783074,0.011798654420143263,0.006865937373830791,0.009524096891443845,0.41971713747645956,0.02320940311073692,0.3126701615285207,0.3536191912384825,0.963984033249632,10
63,mlp,0.3,expectation,random_1,0.02288789451122284,0.013541058647632599,0.0038971900939941406,0.10814555814555815,0.058525226625226634,0.09764309764309764,0.025975559427914054,0.010331887323952564,0.00702160260974985,0.025452046394513827,0.017562903582403654,0.018687121571588222,0.035241176701061826,0.027045966301192142,0.016371290415186424,0.023646126170749272,0.011334125511451592,0.01178145004140807,0.7393250470809791,0.2544824655470377,0.07419066824948531,0.13234916539194816,0.7453751753398563,10
64,mlp,0.4,expectation,random_1,0.022757112979888916,0.01327193360775709,0.0038971900939941406,0.12035742035742034,0.08582703962703962,0.10670810670810671,0.01577649679919498,0.009451287762144565,0.011650355203486576,0.01987750812798491,0.01378020104161314,0.006097146263497555,0.028970583323528414,0.019876052187772657,0.022181710264128573,0.01915153761478553,0.012752559915096728,0.01741951259595642,0.6544241054613935,0.16690735144237162,0.10129103196976963,0.17023584110609719,0.8289852368170404,10
65,mlp,0.45,expectation,random_1,0.023064348101615905,0.013423009543120862,0.0038971900939941406,0.12147112147112146,0.086483164983165,0.10800310800310797,0.014375749404860564,0.009719510567625647,0.009601056312270017,0.02051399590241711,0.013534212294666188,0.010808893093661315,0.035431354695574936,0.01926318671389374,0.03120518203954742,0.018119485894881205,0.01365049491941056,0.01577200681941482,0.6195902071563089,0.13101061727300928,0.12055194787456455,0.19499971478609848,0.8632559442375964,10
66,mlp,0.5,expectation,random_1,0.023001629114151,0.013410591721534729,0.0038971900939941406,0.125006475006475,0.09936638176638175,0.10204610204610198,0.011906587874054641,0.0078666180659165,0.009838764492575588,0.032208627516027225,0.01369087361726273,0.02926161586268128,0.05387052310456175,0.02052464066608209,0.05051664753157292,0.017869566483416567,0.012922329881927472,0.016443301632262264,0.5617145009416196,0.09643317233128018,0.14370409200564954,0.22037336115965384,0.895707983375184,10
67,mlp,0.55,expectation,random_1,0.022997021675109863,0.013326955893865003,0.0038971900939941406,0.11879146494531108,0.09316022154483693,0.09052059052059055,0.013203338835840885,0.010031746618113922,0.007290523319812378,0.0416750853552666,0.016601825133714766,0.03017902813299228,0.06298771385156582,0.02573462881627099,0.05202434028196157,0.019121430792537704,0.015800845870418814,0.014043626144675248,0.49780993770824283,0.06005123887500809,0.18720086861138802,0.26296553602080314,0.9297844302203988,13
68,mlp,0.6,expectation,random_1,0.022530540823936462,0.013469977281987667,0.0038971900939941406,0.11595441595441595,0.08908298368298369,0.07264957264957266,0.015501077626217196,0.010646805510153038,0.005783703093713904,0.05587336880164897,0.02691423910215244,0.04361830815539991,0.0739112931071851,0.04300329898232123,0.05794937428896478,0.02132235040359378,0.017078418221431073,0.012744292381415723,0.43518418079096044,0.035027456019851994,0.24739171704032697,0.30685706468486873,0.9527932375097411,10
69,mlp,0.7,expectation,random_1,0.022805876456774198,0.012955096670068224,0.0038971900939941406,0.09567071105532642,0.07359438567130874,0.06190106190106193,0.012662143601652602,0.007602374508864345,0.0036990995212814798,0.08600758361919861,0.05401840201959455,0.06643356643356643,0.08452185985489385,0.06256711696445302,0.06633235047241895,0.019436812520179036,0.01469121750545067,0.011333081173258153,0.34552803129074317,0.01788731674228196,0.3267521256087058,0.32997717563522044,0.9674782365439566,13
70,xgboost,0.3,same,random_1,0.03222765028476715,0.01780557818710804,0.0011719241738319397,0.11604506604506604,0.08836858326858328,0.10334110334110336,0.045972519543973175,0.03064404276756469,0.004772349190393904,0.039172240320418675,0.029355030963537643,0.036744219596716754,0.052464076959779574,0.04501441833186099,0.04128730900166255,0.0445413091074781,0.027664325482550038,1.127365334552266e-05,0.7499333333333333,0.22237282758009483,0.08090900038406133,0.14424557384983544,0.7769905186596242,10
71,xgboost,0.4,same,random_1,0.032395560294389725,0.017769742757081985,0.0011719241738319397,0.135003885003885,0.10766858326858327,0.10787360787360789,0.04457402599290365,0.026572040599514412,1.8857076317359278e-05,0.0523404489519147,0.037820487212557825,0.03317493698929219,0.060782877719921746,0.04929587828735751,0.01910753938881249,0.041156130935224314,0.02239948117682713,0.005875366928780101,0.6680828625235405,0.1467399565737581,0.11074844780434434,0.1854942890274533,0.8490030045891419,10
72,xgboost,0.45,same,random_1,0.03233441710472107,0.01744849979877472,0.0011719241738319397,0.1534965034965035,0.12736596736596736,0.11344211344211344,0.044207565929852935,0.02368344654109713,0.0021698988606597136,0.05164695025206515,0.03941242265137064,0.023029144768275167,0.06058915274006099,0.04462788646032077,0.00048245220357245877,0.03971312139307148,0.019383181578102877,0.008448894811207586,0.6245596986817326,0.11437895156644659,0.1321075379768713,0.2119245490212744,0.8796195081825268,10
73,xgboost,0.5,same,random_1,0.031902723014354706,0.017469139769673347,0.0011719241738319397,0.1574203574203574,0.13139492359492358,0.13403263403263396,0.04216135432201503,0.022757316297554078,0.0017892260762002836,0.06563196256662798,0.048621377075618366,0.012569533590072735,0.06954949968601758,0.04896320183825366,0.02376170250128956,0.036783142596582795,0.018061208172711403,0.008983428754459677,0.5876839924670433,0.08927452474852661,0.15665267733522864,0.2391979335500159,0.9032990735128583,10
74,xgboost,0.55,same,random_1,0.03212451934814453,0.01738840714097023,0.0011719241738319397,0.17507122507122508,0.14869487179487179,0.12069412069412074,0.04790515498905152,0.022935126348731252,0.0006083638835876135,0.07739717652138396,0.05733655063719809,0.021673963759547443,0.07779133921042855,0.04911924790427648,0.022847293027849325,0.041088499565361467,0.017974384116399084,0.007926553896774435,0.535993220338983,0.06595068905924581,0.18568008212787396,0.2663555652947355,0.924898398129708,10
75,xgboost,0.6,same,random_1,0.031773101538419724,0.017372939735651016,0.0011719241738319397,0.1868298368298368,0.15056477596477597,0.11098161098161097,0.042790346440910516,0.016775684088435345,0.0011243699627235017,0.08600519235042076,0.05815589613324,0.017565485362095512,0.07646643047059187,0.04321559276296889,0.030709891612147322,0.0348132585638921,0.013081791349755933,0.008461133055213788,0.49561657250470803,0.04726630921256702,0.2235943145983723,0.2986547318003154,0.9422250238115855,10
76,xgboost,0.7,same,random_1,0.03174097463488579,0.017233381047844887,0.0011719241738319397,0.18853923853923854,0.15588743848743852,0.14594664594664594,0.021382048316142876,0.005273485582434021,0.0009319756449049001,0.09289391280527876,0.03566703451989697,0.012757201646090566,0.0847890678755799,0.04669855140041816,0.08068783068783074,0.01245440425162625,0.007237581525243307,0.009524096891443845,0.41751299435028244,0.02260010634998006,0.3170844346184841,0.3557966080216265,0.9645286518313274,10
77,mlp,0.3,same,random_1,0.02255513668060303,0.01334903412759304,0.0038971900939941406,0.1166278166278166,0.06189267029267028,0.09764309764309764,0.028131657942273486,0.011904298392732465,0.00702160260974985,0.022935412409457977,0.016408734999198298,0.018687121571588222,0.03165806550051061,0.02503119228048727,0.016371290415186424,0.025872206990062995,0.01310591123161528,0.01178145004140807,0.7291212806026365,0.253305605530199,0.07372720293871575,0.1314233164219823,0.7462904060957658,10
78,mlp,0.4,same,random_1,0.022550541620988112,0.013095641112098325,0.0038971900939941406,0.11806427191042575,0.08251853844161537,0.1067081067081067,0.016385579695792095,0.009959636312378676,0.011650355203486574,0.02082900131949574,0.014156372576863264,0.006097146263497555,0.03160259205452404,0.02031935523416347,0.022181710264128573,0.01917652144038556,0.01322009013162957,0.01741951259595642,0.6487895118064608,0.1655655057930061,0.10123848754533922,0.17000513988980537,0.8301667010796805,13
79,mlp,0.45,same,random_1,0.022661536931991577,0.013007277714855532,0.0038971900939941406,0.12524947819065463,0.08872672425613602,0.10800310800310797,0.01555891702247922,0.010345282609528276,0.009601056312270019,0.019304795589588187,0.012486838529502923,0.010808893093661315,0.033870061641110075,0.01825903800103145,0.031205182039547415,0.019131160105137407,0.014346971537649609,0.01577200681941482,0.6092912373989143,0.1291343997873,0.12041920998732063,0.1943111539628797,0.8648522663026593,17
80,mlp,0.5,same,random_1,0.022836938500404358,0.013329341553151608,0.0038971900939941406,0.1271043771043771,0.09863240093240094,0.10204610204610198,0.011933934189672642,0.008394558396028306,0.009838764492575588,0.03235433377346923,0.012939895198318174,0.02926161586268128,0.054247678583921446,0.01833500734697232,0.05051664753157292,0.01770725451152617,0.013528558029804285,0.016443301632262264,0.5527822975517891,0.09592760225107458,0.1422876632303101,0.2179036417272633,0.8959965884492164,10
81,mlp,0.55,same,random_1,0.02250761091709137,0.012917287269234657,0.0038971900939941406,0.12086247086247086,0.09214522144522144,0.09052059052059054,0.013645525516776322,0.009975900787604856,0.007290523319812378,0.037301994234553014,0.015602525500184284,0.03017902813299228,0.05862716937720649,0.025356790338039732,0.05202434028196157,0.019401999608496766,0.015792441479641078,0.014043626144675248,0.4909235404896422,0.059054814552222265,0.18790691613485472,0.26260170784077996,0.9305996363321498,10
82,mlp,0.6,same,random_1,0.023739799857139587,0.01396768108457327,0.0038971900939941406,0.11563066563066564,0.08977852887852887,0.07264957264957266,0.016826566563267427,0.01117472568286395,0.005783703093713904,0.055293845646961895,0.029545819458246074,0.04361830815539991,0.07293198773948575,0.04619002422246781,0.05794937428896478,0.022540147619748964,0.017657271214016328,0.012744292381415723,0.43017890772128065,0.03461791997164001,0.24838557449388615,0.3062262441655596,0.9530782924928565,10
83,mlp,0.7,same,random_1,0.0230255126953125,0.013158000865578653,0.0038971900939941406,0.09265734265734267,0.06811714581714581,0.06190106190106193,0.012038811765614835,0.006930324692468498,0.0036990995212814793,0.07636982968909081,0.04244839291246575,0.06643356643356642,0.0759418581941563,0.05392779507198141,0.06633235047241896,0.018829215124034016,0.013975985852348782,0.011333081173258153,0.3381099811676083,0.017824487082908673,0.32277975345121274,0.3245632788765475,0.9673690882327474,10
84,xgboost,0.3,random_1,random_1,0.03464454412460327,0.018635066226124763,0.0011719241738319397,0.12092722092722093,0.08746055426055425,0.10334110334110336,0.04578683461656778,0.02948582285976924,0.004772349190393904,0.03837647811456507,0.02888172825629446,0.036744219596716754,0.05193491959592113,0.04430059995289056,0.04128730900166255,0.044216742436267865,0.02655117224894373,1.127365334552266e-05,0.7485001883239171,0.22259446980103692,0.08068066803294642,0.14386313948072907,0.7767410251969868,10
85,xgboost,0.4,random_1,random_1,0.03448828309774399,0.01865212805569172,0.0011719241738319397,0.13743848743848744,0.1110008547008547,0.10787360787360789,0.043813496484304694,0.025799054564494755,1.8857076317359278e-05,0.05125102685677985,0.03731091048153019,0.03317493698929219,0.05982806034575934,0.04835673809048415,0.01910753938881249,0.040409524199379196,0.021615091403706693,0.005875366928780101,0.6740934086629002,0.1468584570390393,0.11173835901106129,0.1871234686164104,0.8490254047969522,10
86,xgboost,0.45,random_1,random_1,0.03386981785297394,0.01819480210542679,0.0011719241738319397,0.15116550116550115,0.12095527065527065,0.11344211344211344,0.04202899613204788,0.022957248544797762,0.0021698988606597136,0.05349701310912543,0.04028059328641302,0.023029144768275167,0.06030277733651386,0.0460772177552557,0.00048245220357245877,0.03788233284080933,0.018753250555981017,0.008448894811207586,0.6293393596986817,0.11516517038153055,0.13212708998831918,0.21211744493745646,0.8789612433976967,10
87,xgboost,0.5,random_1,random_1,0.034758199006319046,0.018462050706148148,0.0011719241738319397,0.15404040404040403,0.1295982905982906,0.13403263403263396,0.04291377062685283,0.022785583543168012,0.0017892260762002836,0.06636948124047373,0.048715212412166614,0.012569533590072735,0.06962785214384579,0.050132790204702696,0.02376170250128956,0.037750352723675454,0.018198564053070094,0.008983428754459677,0.5908222222222224,0.08981342668498249,0.15623485609692844,0.23897197091033653,0.9028447051692787,10
88,xgboost,0.55,random_1,random_1,0.03449224680662155,0.018392248079180717,0.0011719241738319397,0.17974617974617974,0.15128754208754208,0.12069412069412074,0.04700088431551025,0.02282287996455786,0.0006083638835876135,0.0773481291930875,0.05689133093149855,0.021673963759547443,0.07710434921744772,0.04760760164015192,0.022847293027849325,0.040354299876888086,0.017716057878333406,0.007926553896774435,0.5390926553672316,0.06645523995214252,0.18554640152750715,0.26644971755618085,0.9244766992813229,10
89,xgboost,0.6,random_1,random_1,0.03346099704504013,0.017729107290506363,0.0011719241738319397,0.18250453250453252,0.14807360787360785,0.11098161098161097,0.041297819515264914,0.01650487280913874,0.0011243699627235017,0.08550937845186106,0.05784333431554102,0.017565485362095512,0.0753728575803546,0.043565541828316526,0.030709891612147322,0.03359791653240267,0.012963270066635734,0.008461133055213788,0.4940817325800377,0.04721885053396553,0.22314193700992827,0.2979377013544421,0.9422361070222529,10
90,xgboost,0.7,random_1,random_1,0.031905949115753174,0.017088696360588074,0.0011719241738319397,0.18978243978243978,0.1534048433048433,0.14594664594664594,0.02040723147942019,0.005271199926246474,0.0009319756449049001,0.08767990841189796,0.03761478361582578,0.012757201646090566,0.08395578083615099,0.04197612258418652,0.08068783068783074,0.011606670735229663,0.006766551200140686,0.009524096891443845,0.4209725047080979,0.02295756635795631,0.3152261157463681,0.3558222225307472,0.96425894016798,10
91,mlp,0.3,random_1,random_1,0.022853660583496093,0.013373323035240175,0.0038971900939941406,0.10863765863765866,0.06273118363118363,0.09764309764309764,0.026840883563439173,0.00996086270610658,0.00702160260974985,0.024443859468725813,0.017121765094330214,0.018687121571588222,0.034754449955067025,0.026194607002132768,0.016371290415186424,0.024687339994756217,0.011187383856502189,0.01178145004140807,0.7330790960451977,0.2542813488722471,0.07390027230747889,0.13174984808008444,0.7454280803532773,10
92,mlp,0.4,random_1,random_1,0.023232728242874146,0.013568030357360839,0.0038971900939941406,0.11832426832426834,0.07974413364413363,0.10670810670810671,0.01722731616957559,0.010300490208145151,0.011650355203486576,0.020288642645636606,0.014209838063528088,0.006097146263497555,0.029943102784831234,0.020494470992052496,0.022181710264128573,0.019590977990633453,0.013439476053644987,0.01741951259595642,0.6550546139359699,0.16670105020605308,0.10142945979756006,0.17049042798721542,0.8292012901549917,10
93,mlp,0.45,random_1,random_1,0.022541168061169712,0.013053656019947745,0.0038971900939941406,0.11825716371170915,0.0824661062842881,0.10800310800310799,0.014668061952903665,0.010229747940275388,0.009601056312270017,0.019534462493740103,0.013288161263182203,0.010808893093661315,0.03311059480832285,0.01946387259785177,0.03120518203954742,0.01826698084992132,0.014117558086457543,0.01577200681941482,0.6128197226502311,0.13057971212994032,0.11986195283975923,0.19373908656432393,0.8635212966097026,11
94,mlp,0.5,random_1,random_1,0.02362969269355138,0.013644022182871897,0.0038971900939941406,0.13271604938271606,0.1018224337391004,0.10204610204610198,0.012728583788539102,0.008483947556314085,0.00983876449257559,0.03176553504059532,0.014061737907576345,0.02926161586268128,0.05441042733095616,0.021261041933547786,0.05051664753157292,0.018745733067902087,0.01357403746763522,0.016443301632262264,0.5641346516007533,0.09709778289833237,0.14326610476211118,0.22000516980568405,0.8951142883943776,12
95,mlp,0.55,random_1,random_1,0.023488956689834594,0.01329568078815937,0.0038971900939941406,0.11388241388241387,0.08872628852628853,0.09052059052059054,0.014083097376298922,0.010566991443927493,0.007290523319812378,0.03633828122854335,0.015753811746364203,0.03017902813299228,0.0580177660877226,0.025514677068953745,0.05202434028196157,0.019727845869505257,0.016237710093120982,0.014043626144675248,0.4964640301318267,0.05965734922674702,0.18723918819798152,0.2628716262178074,0.9301383236643863,10
96,mlp,0.6,random_1,random_1,0.02375979721546173,0.013599214465916156,0.0038971900939941406,0.11596736596736594,0.08825249935249935,0.07264957264957266,0.016351399839695104,0.011240453118085114,0.005783703093713904,0.051913410851079346,0.02883343458316162,0.04361830815539991,0.06883939041602001,0.0446666412302593,0.05794937428896478,0.022405217965235792,0.017649432371554055,0.012744292381415723,0.43400338983050846,0.0350336597686888,0.24768678385862003,0.30658922909408554,0.9527600311715301,10
97,mlp,0.7,random_1,random_1,0.023384898900985718,0.013903760362755169,0.0038971900939941406,0.10781474417838054,0.08261507852416944,0.06190106190106193,0.0131555875484205,0.008077803749637376,0.0036990995212814793,0.08894320125394196,0.06363028045481665,0.06643356643356642,0.09173724074070445,0.07200616287824937,0.06633235047241896,0.02013310616711751,0.015391888689723453,0.011333081173258153,0.3418513953090225,0.018037995947421216,0.32222475240361637,0.32597798141060574,0.9672464991065735,11
98,xgboost,0.3,random_2,random_1,0.034378133714199066,0.0183805413544178,0.0011719241738319397,0.11787101787101788,0.08980344470344469,0.10334110334110336,0.046076787247149684,0.029533708500409768,0.004772349190393904,0.040546858880087536,0.029035695407324768,0.036744219596716754,0.054541577103892035,0.04447193845727666,0.04128730900166255,0.04449584071521504,0.026553941413898198,1.127365334552266e-05,0.7504760828625235,0.2224550627021758,0.08092907185183755,0.14429974038836874,0.7769226513118018,10
99,xgboost,0.4,random_2,random_1,0.033748626708984375,0.018255013972520828,0.0011719241738319397,0.1313131313131313,0.10601626521626521,0.10787360787360789,0.04248865691955163,0.025436653721353557,1.8857076317359278e-05,0.05172315717493316,0.03802582743114069,0.03317493698929219,0.06241627318573166,0.049527180127799504,0.01910753938881249,0.039250125411857614,0.021330046851374122,0.005875366928780101,0.6703762711864407,0.14576809500598217,0.1115466539941841,0.1867391523138679,0.8500052472075504,10
100,xgboost,0.45,random_2,random_1,0.03440946340560913,0.018400853499770164,0.0011719241738319397,0.14484589484589483,0.11823597513597514,0.11344211344211344,0.04315690683277115,0.023291443121701692,0.0021698988606597136,0.051034223054250205,0.04071568791112341,0.023029144768275167,0.06291216323763608,0.04708834778023979,0.00048245220357245877,0.039129388804611163,0.01916738497422162,0.008448894811207586,0.632342372881356,0.11553203350024373,0.1319967996355162,0.21216977404418888,0.878671850376656,10
101,xgboost,0.5,random_2,random_1,0.034514252096414566,0.018314015120267868,0.0011719241738319397,0.15774410774410774,0.13348875938875937,0.13403263403263396,0.0426438821782696,0.022714931399583742,0.0017892260762002836,0.06302627969223724,0.04671843128994935,0.012569533590072735,0.0668491492236519,0.04745786203800369,0.02376170250128956,0.03737737716586024,0.018077415523410707,0.008983428754459677,0.5865171374764595,0.08969323348251872,0.15565927668408724,0.23780675384117597,0.9028631656420469,10
102,xgboost,0.55,random_2,random_1,0.03377274051308632,0.017984531819820404,0.0011719241738319397,0.17845117845117844,0.15553763273763274,0.12069412069412074,0.04595687456955385,0.022117057752580938,0.0006083638835876135,0.07415077852437701,0.05432610092936661,0.021673963759547443,0.07323583751110598,0.045847964685237434,0.022847293027849325,0.039119076727580346,0.017091653418114423,0.007926553896774435,0.5395548022598871,0.06661501307218506,0.18529759981695587,0.2662583334996425,0.9243312234825527,10
103,xgboost,0.6,random_2,random_1,0.03342852741479874,0.017882803454995155,0.0011719241738319397,0.19431494431494434,0.15766013986013985,0.11098161098161097,0.039954268232470225,0.016102930614017057,0.0011243699627235017,0.08002409987071099,0.05479860848863104,0.017565485362095512,0.0713401370008954,0.03870524238693659,0.030709891612147322,0.03220976506972456,0.012266551118753351,0.008461133055213788,0.49627532956685494,0.04720985509815216,0.22371257339953168,0.298911162946154,0.9422953242704997,10
104,xgboost,0.7,random_2,random_1,0.03282051533460617,0.017476430162787437,0.0011719241738319397,0.18791763791763788,0.15390707070707071,0.14594664594664594,0.020643640125140836,0.005370422057233557,0.0009319756449049001,0.08966086817824896,0.03732892870618526,0.012757201646090566,0.08491159281715921,0.04367777676742958,0.08068783068783074,0.011863823069475764,0.006984030511328908,0.009524096891443845,0.42189416195856877,0.022946133735099926,0.3161416182628526,0.3566225858501128,0.9642912979478743,10
105,mlp,0.3,random_2,random_1,0.02260231158950112,0.012941714491356504,0.0038971900939941406,0.10895669986579079,0.06459553577735397,0.09764309764309763,0.026157447229451878,0.00941406740478699,0.00702160260974985,0.024504214322227567,0.017264479103613225,0.018687121571588222,0.033889030778572554,0.026415748425363882,0.016371290415186424,0.023865458193141828,0.010435873878609237,0.01178145004140807,0.7392319808252011,0.25466136796690253,0.07410173721870525,0.13220928216502248,0.7451982462078575,11
106,mlp,0.4,random_2,random_1,0.023792698979377747,0.013484996655583382,0.0038971900939941406,0.11767676767676769,0.08001515151515151,0.10670810670810671,0.019049589133773685,0.010588034357956447,0.011650355203486576,0.020186332209856262,0.014100552822651446,0.006097146263497555,0.030130576248028944,0.019892750135844687,0.022181710264128573,0.019860260052436372,0.01371704978198141,0.01741951259595642,0.6545099811676083,0.1683093455044977,0.10072840246517775,0.1694063215305334,0.8276174473980431,10
107,mlp,0.45,random_2,random_1,0.02376027749134944,0.013596052224819476,0.0038971900939941406,0.11943896559281174,0.0867342458111689,0.10800310800310796,0.015071096057427806,0.009975652042769316,0.009601056312270016,0.019780764876822877,0.013230501583603423,0.010808893093661315,0.032907101965858984,0.019028882849157207,0.03120518203954742,0.01925772327916804,0.013959541084121342,0.01577200681941482,0.6139991308126901,0.13057551700747516,0.12012885895748902,0.1941590944806773,0.8635525087087128,13
108,mlp,0.5,random_2,random_1,0.023512139916419983,0.013448452511181432,0.0038971900939941406,0.12748208581541914,0.09673992057325391,0.10204610204610198,0.012412397280810119,0.008003330481993825,0.00983876449257559,0.03230031268269017,0.014920718937215667,0.02926161586268128,0.05441953992860882,0.021302603165434097,0.05051664753157292,0.01840272688975919,0.012993915115941487,0.016443301632262264,0.561725988700565,0.09711607657198564,0.14274493586712572,0.21917132364796313,0.8950410425145033,12
109,mlp,0.55,random_2,random_1,0.022982528805732726,0.013149998071789742,0.0038971900939941406,0.1202020202020202,0.09644936544936546,0.09052059052059054,0.01348678084980556,0.010138131988158359,0.007290523319812378,0.036857658916606535,0.015864315874840208,0.03017902813299228,0.058945536486683124,0.02612828353272948,0.05202434028196157,0.019477242201540745,0.016040107296844998,0.014043626144675248,0.4912229755178908,0.05944738777861479,0.1864509585099725,0.26135109699965364,0.9302229716858601,10
110,mlp,0.6,random_2,random_1,0.02360367774963379,0.013729536414146424,0.0038971900939941406,0.10799314645468491,0.08582599167214554,0.07264957264957264,0.01614828352598389,0.01087898189459369,0.005783703093713903,0.05305091937573661,0.025803020875606184,0.04361830815539991,0.06898324657712722,0.041567132921776724,0.057949374288964774,0.02185105541359558,0.017231671215785976,0.012744292381415723,0.4349897146168332,0.03513494517181317,0.24722713012879344,0.3065804924939197,0.9526837488427236,13
111,mlp,0.7,random_2,random_1,0.023290737108750778,0.01318353190340779,0.0038971900939941406,0.09159190977372794,0.07100235454780911,0.06190106190106193,0.012903388785456773,0.007693569365680184,0.0036990995212814793,0.08266417801802263,0.05278301347530869,0.06643356643356642,0.08298711851124856,0.060721895210207495,0.06633235047241896,0.019408039535414336,0.01474604842693432,0.011333081173258153,0.3424927238486561,0.018094578970902806,0.3226377993062055,0.32623003103410936,0.9672059603743732,11
